Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.04.2024 10:00,32.5,756.7,757,0,65,Wind blowing from the south-southwest,1,,,50%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.1,Trace of precipitation,3,,,,
19.04.2024 07:00,26.6,756.7,757,1.2,94,Wind blowing from the west,1,,,70 – 80%.,"Rain, not freezing, intermittent, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.8,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.5,5,24,,,,
19.04.2024 04:00,26.4,755.5,755.8,-0.7,92,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,25,,,,,,
19.04.2024 01:00,26.4,756.2,756.5,-1.5,91,Wind blowing from the south-east,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,24.8,5,6,,,,
18.04.2024 22:00,26.8,757.7,758,1.2,89,Wind blowing from the south-east,3,,,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,24.9,5,3,,,,
18.04.2024 19:00,30.6,756.5,756.8,1.6,76,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,34.6,Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,25.8,,,,,,
18.04.2024 16:00,32.3,754.9,755.1,0,67,Wind blowing from the north,4,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,25.5,,,,,,
18.04.2024 13:00,34.2,754.9,755.3,-2.4,52,Wind blowing from the east,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,23,,,,,,
18.04.2024 10:00,31.6,757.3,757.6,0,68,Wind blowing from the east,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,24.9,,,,,,
18.04.2024 07:00,27.4,757.3,757.6,1.3,85,Wind blowing from the west-northwest,1,,,60%., ,,,25.6,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.7,,,,,,
18.04.2024 04:00,26.8,756,756.4,-0.4,88,Wind blowing from the west-northwest,2,,,no clouds, ,,,,,,,,,,7,24.6,,,,,,
18.04.2024 01:00,28.4,756.4,756.7,-1.1,88,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,8,26.3,,,,,,
17.04.2024 22:00,28.4,757.5,757.9,0.8,86,Wind blowing from the east,2,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25.9,,,,,,
17.04.2024 19:00,30,756.7,757,1.3,75,Wind blowing from the east,1,,,70 – 80%., ,,,,33.3,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,25.2,,,,,,
17.04.2024 16:00,30.3,755.4,755.8,-0.4,73,Wind blowing from the east,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,,10,24.9,,,,,,
17.04.2024 13:00,31.6,755.8,756.2,-1.5,66,Wind blowing from the east,7,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.6,,,,,,
17.04.2024 10:00,31.8,757.3,757.6,0.3,69,Wind blowing from the east-southeast,7,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,25.4,,,,,,
17.04.2024 07:00,,757,757.3,0.9,,,,,,"10%  or less, but not 0","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,27.5,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,9,25.4,,,,,,
17.04.2024 04:00,27.7,756.1,756.4,-0.1,86,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25.1,,,,,,
17.04.2024 01:00,28.6,756.2,756.5,-0.5,84,Wind blowing from the south-west,1,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25.7,,,,,,
16.04.2024 22:00,30.3,756.7,757,0.3,76,Wind blowing from the east,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.5,,,,,,
16.04.2024 19:00,31,756.4,756.7,1,69,Wind blowing from the east-northeast,2,,,50%., ,,,,35,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.7,,,,,,
16.04.2024 16:00,32.4,755.4,755.7,-0.7,60,Wind blowing from the east,2,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,23.6,,,,,,
16.04.2024 13:00,34.8,756.1,756.4,-1.8,52,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,23.7,,,,,,
16.04.2024 10:00,32.6,757.9,758.2,-0.3,70,Wind blowing from the east,5,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,26.4,,,,,,
16.04.2024 07:00,27.8,758.2,758.5,0.9,89,Wind blowing from the west,2,,,50%., ,,,27.1,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,25.9,,,,,,
16.04.2024 04:00,27.4,757.3,757.6,-0.3,88,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.2,,,,,,
16.04.2024 01:00,28.4,757.6,757.9,-0.9,88,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.3,,,,,,
15.04.2024 22:00,29,758.5,758.8,0.6,85,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.3,,,,,,
15.04.2024 19:00,30,757.9,758.2,1.3,80,Wind blowing from the east-northeast,1,,,50%., ,,,,33.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.1,,,,,,
15.04.2024 16:00,31.2,756.6,756.9,-0.7,71,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.3,,,,,,
15.04.2024 13:00,33.2,757.3,757.6,-1.7,63,Wind blowing from the west,2,,,70 – 80%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.2,,,,,,
15.04.2024 10:00,31.6,759,759.3,0.6,67,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.7,,,,,,
15.04.2024 07:00,28,758.4,758.8,1.1,91,"Calm, no wind",0,,,70 – 80%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,27.2,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,26.4,2,24,,,,
15.04.2024 04:00,27.8,757.3,757.6,-0.9,89,"Calm, no wind",0,,,70 – 80%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.9,2,3,,,,
15.04.2024 01:00,28.8,758.2,758.5,-1.2,81,"Calm, no wind",0,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.3,,,,,,
14.04.2024 22:00,29.4,759.4,759.7,1.7,81,Wind blowing from the east,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.7,,,,,,
14.04.2024 19:00,30.2,757.7,758,1.7,77,Wind blowing from the east-northeast,3,,,20–30%., ,,,,34.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.7,,,,,,
14.04.2024 16:00,31.6,756,756.3,-0.6,69,Wind blowing from the north-west,2,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.2,,,,,,
14.04.2024 13:00,34.4,756.6,756.9,-1.3,57,Wind blowing from the east,2,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.8,,,,,,
14.04.2024 10:00,32.9,757.9,758.3,-0.1,63,Wind blowing from the east-northeast,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25,,,,,,
14.04.2024 07:00,27.9,758,758.3,1.2,87,"Calm, no wind",0,,,60%., ,,,27,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.6,,,,,,
14.04.2024 04:00,27.8,756.8,757.1,-0.5,88,"Calm, no wind",0,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.7,,,,,,
14.04.2024 01:00,28.6,757.3,757.6,-0.8,87,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.2,,,,,,
13.04.2024 22:00,29,758.1,758.4,1.3,85,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,26.3,,,,,,
13.04.2024 19:00,29.4,756.8,757.2,1.9,81,"Calm, no wind",0,,,20–30%., ,,,,34.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.9,,,,,,
13.04.2024 16:00,30.8,754.9,755.2,-0.6,68,Wind blowing from the east,3,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.3,,,,,,
