Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.10.2023 16:00,34.7,756.5,756.8,-0.5,42,Wind blowing from the north-northwest,5,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,19.8,,,,,,
21.10.2023 13:00,35.5,757.0,757.3,-2.2,47,Wind blowing from the north-west,3,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.5,,,,,,
21.10.2023 10:00,33.0,759.2,759.5,-0.4,57,Wind blowing from the north-east,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,23.5,,,,,,
21.10.2023 07:00,28.4,759.6,760.0,1.7,75,Wind blowing from the north-west,2,,,20–30%., ,,,26.6,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,23.5,,,,,,
21.10.2023 04:00,27.5,757.9,758.2,-0.7,76,Wind blowing from the south-east,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,22.9,,,,,,
21.10.2023 01:00,28.4,758.6,758.8,-0.7,79,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.3,,,,,,
20.10.2023 22:00,29.6,759.3,759.6,0.6,73,Wind blowing from the south-east,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",9.0,24.2,,,,,,
20.10.2023 19:00,30.6,758.7,759.0,2.3,70,Wind blowing from the east,2,,,40%., ,,,,36.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",9.0,24.4,,,,,,
20.10.2023 16:00,33.0,756.4,756.7,-0.6,53,Wind blowing from the east-northeast,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",11.0,22.2,,,,,,
20.10.2023 13:00,36.4,757.0,757.4,-2.2,38,Wind blowing from the east,7,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.7,,,,,,
20.10.2023 10:00,34.4,759.2,759.5,-0.7,41,Wind blowing from the east,7,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.3,,,,,,
20.10.2023 07:00,29.4,759.9,760.3,1.4,78,Wind blowing from the east-southeast,5,,,40%., ,,,27.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,25.1,,,,,,
20.10.2023 04:00,27.6,758.5,758.8,-0.3,87,Wind blowing from the south-east,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,25.2,,,,,,
20.10.2023 01:00,28.4,758.8,759.1,-1.1,84,Wind blowing from the east,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,25.4,,,,,,
19.10.2023 22:00,29.4,759.9,760.2,1.0,71,Wind blowing from the east-southeast,4,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.7,,,,,,
19.10.2023 19:00,30.4,758.9,759.3,2.2,69,Wind blowing from the south-east,5,,,60%., ,,,,36.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.2,,,,,,
19.10.2023 16:00,34.6,756.7,757.0,-1.0,42,Wind blowing from the east-southeast,9,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.9,,,,,,
19.10.2023 13:00,36.0,757.7,758.0,-1.5,36,Wind blowing from the east-southeast,5,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,18.8,,,,,,
19.10.2023 10:00,33.8,759.2,759.6,-0.4,51,Wind blowing from the east,3,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.2,,,,,,
19.10.2023 07:00,28.6,759.6,759.9,1.1,74,Wind blowing from the south-southeast,2,,,"10%  or less, but not 0", ,,,27.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.4,,,,,,
19.10.2023 04:00,27.8,758.5,758.8,0.0,80,"Calm, no wind",0,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,24.0,,,,,,
19.10.2023 01:00,28.7,758.5,758.8,-1.1,74,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,8.0,23.6,,,,,,
18.10.2023 22:00,29.5,759.6,760.0,1.4,68,Wind blowing from the east-southeast,5,,,no clouds, ,,,,,,,,,,8.0,23.0,,,,,,
18.10.2023 19:00,30.5,758.2,758.5,1.7,62,Wind blowing from the east-southeast,7,,,"10%  or less, but not 0", ,,,,36.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,22.3,,,,,,
18.10.2023 16:00,34.1,756.5,756.9,-0.8,42,Wind blowing from the east-southeast,10,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.4,,,,,,
18.10.2023 13:00,35.9,757.3,757.6,-1.8,35,Wind blowing from the east,10,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,18.3,,,,,,
18.10.2023 10:00,34.8,759.1,759.4,-0.6,43,Wind blowing from the east,2,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.5,,,,,,
18.10.2023 07:00,27.8,759.7,760.0,1.5,77,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,26.3,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,23.4,,,,,,
18.10.2023 04:00,27.7,758.2,758.5,,83,Wind blowing from the south-east,2,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7.0,24.6,,,,,,
17.10.2023 22:00,29.2,759.2,759.5,,72,Wind blowing from the east,3,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7.0,23.6,,,,,,
17.10.2023 19:00,30.4,757.9,758.2,,65,Wind blowing from the south-east,3,,,40%., ,,,,35.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.0,,,,,,
17.10.2023 16:00,33.8,756.4,756.7,-0.9,43,Wind blowing from the east,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.7,,,,,,
17.10.2023 13:00,35.6,757.3,757.6,-2.1,35,Wind blowing from the east,9,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,18.1,,,,,,
17.10.2023 10:00,34.0,759.4,759.7,0.0,50,Wind blowing from the east,8,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,22.1,,,,,,
17.10.2023 07:00,27.5,759.4,759.8,1.5,80,"Calm, no wind",0,,,50%., ,,,26.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.7,,,,,,
17.10.2023 04:00,27.6,757.9,758.2,0.0,85,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,24.9,,,,,,
17.10.2023 01:00,28.4,757.9,758.2,-1.2,81,Wind blowing from the east,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,24.9,,,,,,
16.10.2023 22:00,29.2,759.1,759.4,1.3,76,Wind blowing from the east-southeast,3,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.6,,,,,,
16.10.2023 19:00,30.0,757.8,758.1,1.7,70,Wind blowing from the east-southeast,4,,,40%., ,,,,35.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.0,,,,,,
16.10.2023 16:00,33.4,756.1,756.4,-0.9,50,Wind blowing from the south,6,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,21.7,,,,,,
16.10.2023 13:00,35.6,757.0,757.3,-1.8,41,Wind blowing from the east,4,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.4,,,,,,
16.10.2023 10:00,33.5,758.8,759.1,-0.3,54,Wind blowing from the east,3,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,23.0,,,,,,
16.10.2023 07:00,28.7,759.1,759.4,0.9,77,"Calm, no wind",0,,,40%., ,,,27.8,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.2,,,,,,
16.10.2023 04:00,28.4,758.2,758.5,0.8,81,Wind blowing from the east,3,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.9,,,,,,
16.10.2023 01:00,29.0,757.4,757.7,-1.2,76,Wind blowing from the east,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.4,,,,,,
15.10.2023 22:00,29.6,758.6,758.9,1.2,74,Wind blowing from the south-east,3,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.4,,,,,,
15.10.2023 19:00,31.4,757.4,757.8,0.8,63,Wind blowing from the east,2,,,70 – 80%., ,,,,35.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.5,,,,,,
15.10.2023 16:00,33.6,756.6,756.9,-0.9,54,Wind blowing from the east-southeast,6,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,23.2,,,,,,
15.10.2023 13:00,34.2,757.5,757.8,-1.6,50,Wind blowing from the east,5,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.4,,,,,,
15.10.2023 10:00,33.0,759.1,759.4,-0.1,53,Wind blowing from the east-southeast,4,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,22.2,,,,,,
15.10.2023 07:00,27.8,759.2,759.5,1.0,76,"Calm, no wind",0,,,40%., ,,,27.2,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.2,,,,,,
15.10.2023 04:00,28.4,758.2,758.5,-0.2,79,"Calm, no wind",0,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.3,,,,,,
15.10.2023 01:00,28.4,758.4,758.7,-0.7,76,Wind blowing from the east-southeast,3,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.7,,,,,,
14.10.2023 22:00,29.2,759.1,759.4,1.2,72,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.7,,,,,,
14.10.2023 19:00,30.0,757.9,758.2,1.5,70,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,35.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.0,,,,,,
14.10.2023 16:00,33.0,756.4,756.7,-0.4,47,Wind blowing from the east,6,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.3,,,,,,
14.10.2023 13:00,35.4,756.8,757.2,-2.1,40,Wind blowing from the east,8,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.8,,,,,,
